1,136,en,immediate
2,136,en,warning
3,136,en,anticipated
4,136,en,assess_and_plan
5,136,en,mitigate_risks
6,136,en,prepare_to_respond
30,205,sq,warning
31,205,sq,anticipated
32,205,sq,assess_and_plan
33,205,sq,mitigate_risks
34,205,sq,prepare_to_respond
35,205,sq,recover
18,239,en,assess_and_plan
19,239,en,mitigate_risks
20,239,en,prepare_to_respond
21,239,en,recover
22,239,en,immediate
23,239,en,warning
36,243,en,immediate
37,243,en,warning
38,243,en,anticipated
39,243,en,assess_and_plan
40,243,en,mitigate_risks
41,243,en,prepare_to_respond
89,248,en,mitigate_risks
90,248,en,prepare_to_respond
91,248,en,recover
92,248,en,immediate
93,248,en,warning
94,248,en,anticipated
12,257,en,mitigate_risks
13,257,en,prepare_to_respond
14,257,en,recover
15,257,en,immediate
16,257,en,warning
17,257,en,anticipated
24,266,en,anticipated
25,266,en,assess_and_plan
26,266,en,mitigate_risks
27,266,en,prepare_to_respond
28,266,en,recover
29,266,en,immediate
42,268,en,recover
43,268,en,immediate
44,268,en,warning
45,268,en,anticipated
46,268,en,assess_and_plan
47,268,en,mitigate_risks
83,274,en,prepare_to_respond
84,274,en,recover
85,274,en,immediate
86,274,en,warning
87,274,en,anticipated
88,274,en,assess_and_plan
65,276,en,warning
66,276,en,anticipated
67,276,en,assess_and_plan
68,276,en,mitigate_risks
69,276,en,prepare_to_respond
70,276,en,recover
71,278,en,immediate
72,278,en,warning
73,278,en,anticipated
74,278,en,assess_and_plan
75,278,en,mitigate_risks
76,278,en,prepare_to_respond
77,280,en,recover
78,280,en,immediate
79,280,en,warning
80,280,en,anticipated
81,280,en,assess_and_plan
82,280,en,mitigate_risks
471,332,en,warning
472,332,en,anticipated
473,332,en,assess_and_plan
474,332,en,mitigate_risks
475,332,en,prepare_to_respond
476,333,en,recover
477,333,en,immediate
478,333,en,warning
479,333,en,anticipated
480,333,en,assess_and_plan
481,333,en,mitigate_risks
482,334,en,prepare_to_respond
483,334,en,recover
484,334,en,immediate
485,334,en,warning
486,334,en,anticipated
487,334,en,assess_and_plan
664,415,en,prepare_to_respond
665,415,en,recover
666,415,en,immediate
667,415,en,warning
668,415,en,anticipated
669,415,en,assess_and_plan
688,419,en,warning
689,419,en,anticipated
690,419,en,assess_and_plan
691,419,en,mitigate_risks
692,419,en,prepare_to_respond
693,419,en,recover
676,420,en,assess_and_plan
677,420,en,mitigate_risks
678,420,en,prepare_to_respond
679,420,en,recover
680,420,en,immediate
681,420,en,warning
682,421,en,anticipated
683,421,en,assess_and_plan
684,421,en,mitigate_risks
685,421,en,prepare_to_respond
686,421,en,recover
687,421,en,immediate
670,422,en,mitigate_risks
671,422,en,prepare_to_respond
672,422,en,recover
673,422,en,immediate
674,422,en,warning
675,422,en,anticipated
700,424,en,recover
701,424,en,immediate
702,424,en,warning
703,424,en,anticipated
704,424,en,assess_and_plan
705,424,en,mitigate_risks
706,425,en,prepare_to_respond
707,425,en,recover
708,425,en,immediate
709,425,en,warning
710,425,en,anticipated
711,425,en,assess_and_plan
712,426,en,mitigate_risks
713,426,en,prepare_to_respond
714,426,en,recover
715,426,en,immediate
716,426,en,warning
717,426,en,anticipated
724,428,en,anticipated
725,428,en,assess_and_plan
726,428,en,mitigate_risks
727,428,en,prepare_to_respond
728,428,en,recover
729,428,en,immediate
730,429,en,warning
731,429,en,anticipated
732,429,en,assess_and_plan
733,429,en,mitigate_risks
734,429,en,prepare_to_respond
735,429,en,recover
736,430,en,immediate
737,430,en,warning
738,430,en,anticipated
739,430,en,assess_and_plan
740,430,en,mitigate_risks
741,430,en,prepare_to_respond
742,431,en,recover
743,431,en,immediate
744,431,en,warning
745,431,en,anticipated
746,431,en,assess_and_plan
747,431,en,mitigate_risks
748,432,en,prepare_to_respond
749,432,en,recover
750,432,en,immediate
751,432,en,warning
752,432,en,anticipated
753,432,en,assess_and_plan
760,434,en,assess_and_plan
761,434,en,mitigate_risks
762,434,en,prepare_to_respond
763,434,en,recover
764,434,en,immediate
765,435,en,warning
766,435,en,anticipated
767,435,en,assess_and_plan
768,435,en,mitigate_risks
769,435,en,prepare_to_respond
770,435,en,recover
771,436,en,immediate
772,436,en,warning
773,436,en,anticipated
774,436,en,assess_and_plan
775,436,en,mitigate_risks
776,436,en,prepare_to_respond
777,437,en,recover
778,437,en,immediate
779,437,en,warning
780,437,en,anticipated
781,437,en,assess_and_plan
782,437,en,mitigate_risks
783,438,en,prepare_to_respond
784,438,en,recover
785,438,en,immediate
786,438,en,warning
787,438,en,anticipated
788,438,en,assess_and_plan
789,439,en,mitigate_risks
790,439,en,prepare_to_respond
791,439,en,recover
792,439,en,immediate
793,439,en,warning
794,439,en,anticipated
795,440,en,assess_and_plan
796,440,en,mitigate_risks
797,440,en,prepare_to_respond
798,440,en,recover
799,440,en,immediate
800,440,en,warning
801,441,en,anticipated
802,441,en,assess_and_plan
803,441,en,mitigate_risks
804,441,en,prepare_to_respond
805,441,en,recover
806,441,en,immediate
813,443,en,immediate
814,443,en,warning
815,443,en,anticipated
816,443,en,assess_and_plan
